date,country,countryCode,province,city,confirmed,suspected,cured,dead
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Chifeng,2,0,0,0
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Tongliao,1,0,0,0
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Erdos,6,3,0,0
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,2,1,1,0
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Bayannaoer,3,0,0,0
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Wulanchabu,2,0,0,0
2020-02-01,中国,CN,Liaoning Province,,64,0,1,0
2020-02-01,中国,CN,Liaoning Province,Shenyang,16,0,0,0
2020-02-01,中国,CN,Liaoning Province,Dalian,10,0,1,0
2020-02-01,中国,CN,Liaoning Province,Benxi,3,0,0,0
2020-02-01,中国,CN,Liaoning Province,Dandong,6,0,0,0
2020-02-01,中国,CN,Liaoning Province,Jinzhou,7,0,0,0
2020-02-01,中国,CN,Liaoning Province,Yingkou,1,0,0,0
2020-02-01,中国,CN,Liaoning Province,Fuxin,2,0,0,0
2020-02-01,中国,CN,Liaoning Province,Liaoyang,1,0,0,0
2020-02-01,中国,CN,Liaoning Province,Panjin,5,0,0,0
2020-02-01,中国,CN,Liaoning Province,Tieling,2,0,0,0
2020-02-01,中国,CN,Liaoning Province,Sunny,6,0,0,0
2020-02-01,中国,CN,Liaoning Province,Huludao,5,0,0,0
2020-02-01,中国,CN,Jilin Province,,23,14,1,0
2020-02-01,中国,CN,Jilin Province,Changchun,12,0,1,0
2020-02-01,中国,CN,Jilin Province,Jilin,3,0,0,0
2020-02-01,中国,CN,Jilin Province,Siping,1,0,0,0
2020-02-01,中国,CN,Jilin Province,Gongzhuling,1,0,0,0
2020-02-01,中国,CN,Jilin Province,Tonghua,1,0,0,0
2020-02-01,中国,CN,Jilin Province,Matsubara,2,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,,95,172,0,2
2020-02-01,中国,CN,Heilongjiang Province,Harbin,34,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Qiqihar,3,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Jixi,4,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Hegang,1,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Shuangyashan,4,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Daqing,8,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Jiamusi,11,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Qitaihe,6,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Mudanjiang,7,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Heihe,1,0,0,0
2020-02-01,中国,CN,Heilongjiang Province,Suihua,14,0,0,2
2020-02-01,中国,CN,Shanghai,,177,168,10,1
2020-02-01,中国,CN,Jiangsu Province,,236,0,6,0
2020-02-01,中国,CN,Jiangsu Province,Nanjing,35,0,2,0
2020-02-01,中国,CN,Jiangsu Province,Wuxi,19,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Xuzhou,30,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Changzhou,15,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Suzhou,38,0,2,0
2020-02-01,中国,CN,Jiangsu Province,Nantong,17,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Lianyungang,13,0,1,0
2020-02-01,中国,CN,Jiangsu Province,Huaian,13,0,1,0
2020-02-01,中国,CN,Jiangsu Province,Yancheng,15,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Yangzhou,13,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Zhenjiang,3,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Taizhou,17,0,0,0
2020-02-01,中国,CN,Jiangsu Province,Suqian,8,0,0,0
2020-02-01,中国,CN,Zhejiang Province,,661,0,23,0
2020-02-01,中国,CN,Zhejiang Province,Hangzhou,110,0,2,0
2020-02-01,中国,CN,Zhejiang Province,Ningbo,66,0,1,0
2020-02-01,中国,CN,Zhejiang Province,Wenzhou,265,0,10,0
2020-02-01,中国,CN,Zhejiang Province,Jiaxing,19,0,0,0
2020-02-01,中国,CN,Zhejiang Province,Huzhou,6,0,0,0
2020-02-01,中国,CN,Zhejiang Province,Shaoxing,27,0,1,0
2020-02-01,中国,CN,Zhejiang Province,Jinhua,34,0,3,0
2020-02-01,中国,CN,Zhejiang Province,Quzhou,13,0,0,0
2020-02-01,中国,CN,Zhejiang Province,Zhoushan,7,0,1,0
2020-02-01,中国,CN,Zhejiang Province,Taizhou,100,0,4,0
2020-02-01,中国,CN,Zhejiang Province,Lishui,14,0,1,0
2020-02-01,中国,CN,Anhui Province,,340,0,5,0
2020-02-01,中国,CN,Anhui Province,Hefei,59,17,2,0
2020-02-01,中国,CN,Anhui Province,Wuhu,16,2,0,0
2020-02-01,中国,CN,Anhui Province,Bengbu,26,7,0,0
2020-02-01,中国,CN,Anhui Province,Huainan,6,1,0,0
2020-02-01,中国,CN,Anhui Province,Ma'anshan,27,1,0,0
2020-02-01,中国,CN,Anhui Province,Huaibei,6,5,0,0
2020-02-01,中国,CN,Anhui Province,Tongling,16,2,0,0
2020-02-01,中国,CN,Anhui Province,Anqing,43,7,0,0
2020-02-01,中国,CN,Anhui Province,Huangshan,9,0,0,0
2020-02-01,中国,CN,Anhui Province,Chuzhou,6,4,0,0
2020-02-01,中国,CN,Anhui Province,Fuyang,59,6,0,0
2020-02-01,中国,CN,Anhui Province,Suzhou,14,2,0,0
2020-02-01,中国,CN,Anhui Province,Lu'an,13,23,1,0
2020-02-01,中国,CN,Anhui Province,Bozhou,30,5,2,0
2020-02-01,中国,CN,Anhui Province,Chizhou,6,0,0,0
2020-02-01,中国,CN,Anhui Province,Xuancheng,4,0,0,0
2020-02-01,中国,CN,Fujian Province,,159,99,0,0
2020-02-01,中国,CN,Fujian Province,Fuzhou,44,26,0,0
2020-02-01,中国,CN,Fujian Province,Xiamen,18,14,0,0
2020-02-01,中国,CN,Fujian Province,Putian,27,22,0,0
2020-02-01,中国,CN,Fujian Province,Sanming,11,10,0,0
2020-02-01,中国,CN,Fujian Province,Quanzhou,29,6,0,0
2020-02-01,中国,CN,Fujian Province,Zhangzhou,12,7,0,0
2020-02-01,中国,CN,Fujian Province,Nanping,8,7,0,0
2020-02-01,中国,CN,Fujian Province,Longyan,1,3,0,0
2020-02-01,中国,CN,Fujian Province,Ningde,9,2,0,0
2020-02-01,中国,CN,Jiangxi,,333,0,10,0
2020-02-01,中国,CN,Jiangxi,Nanchang,89,0,1,0
2020-02-01,中国,CN,Jiangxi,Jingdezhen,3,0,1,0
2020-02-01,中国,CN,Jiangxi,Pingxiang,15,0,1,0
2020-02-01,中国,CN,Jiangxi,Jiujiang,55,0,0,0
2020-02-01,中国,CN,Jiangxi,Xinyu,43,0,3,0
2020-02-01,中国,CN,Jiangxi,Yingtan,8,0,0,0
2020-02-01,中国,CN,Jiangxi,Ganzhou,34,0,1,0
2020-02-01,中国,CN,Jiangxi,Ji'an,12,0,1,0
2020-02-01,中国,CN,Jiangxi,Yichun,31,0,1,0
2020-02-01,中国,CN,Jiangxi,Fuzhou,24,0,0,0
2020-02-01,中国,CN,Jiangxi,Shangrao,19,0,1,0
2020-02-01,中国,CN,Shandong Province,,225,81,5,0
2020-02-01,中国,CN,Shandong Province,Jinan,19,16,0,0
2020-02-01,中国,CN,Shandong Province,Qingdao,22,27,1,0
2020-02-01,中国,CN,Shandong Province,Zibo,12,1,0,0
2020-02-01,中国,CN,Shandong Province,Zaozhuang,14,2,0,0
2020-02-01,中国,CN,Shandong Province,Yantai,20,0,0,0
2020-02-01,中国,CN,Shandong Province,Weifang,10,2,0,0
2020-02-01,中国,CN,Shandong Province,Jining,14,4,0,0
2020-02-01,中国,CN,Shandong Province,Tai'an,9,8,0,0
2020-02-01,中国,CN,Shandong Province,Weihai,24,0,0,0
2020-02-01,中国,CN,Shandong Province,sunshine,11,0,0,0
2020-02-01,中国,CN,Shandong Province,Linyi,24,7,0,0
2020-02-01,中国,CN,Shandong Province,Texas,19,6,1,0
2020-02-01,中国,CN,Shandong Province,Liaocheng,9,5,0,0
2020-02-01,中国,CN,Shandong Province,Binzhou,10,0,0,0
2020-02-01,中国,CN,Shandong Province,Heze,8,3,0,0
2020-02-01,中国,CN,Henan Province,,493,754,4,2
2020-02-01,中国,CN,Henan Province,Changyuan,2,0,0,0
2020-02-01,中国,CN,Henan Province,Zhengzhou,65,0,0,0
2020-02-01,中国,CN,Henan Province,Kaifeng,11,0,0,0
2020-02-01,中国,CN,Henan Province,Luoyang,7,0,0,0
2020-02-01,中国,CN,Henan Province,Pingdingshan,14,0,0,0
2020-02-01,中国,CN,Henan Province,Anyang,24,0,0,0
2020-02-01,中国,CN,Henan Province,Hebi,8,0,0,0
2020-02-01,中国,CN,Henan Province,Xinxiang,21,0,0,0
2020-02-01,中国,CN,Henan Province,Jiaozuo,7,0,0,0
2020-02-01,中国,CN,Henan Province,Puyang,3,0,0,0
2020-02-01,中国,CN,Henan Province,Xuchang,13,0,0,0
2020-02-01,中国,CN,Henan Province,Luohe,16,0,0,0
2020-02-01,中国,CN,Henan Province,Sanmenxia,7,0,0,0
2020-02-01,中国,CN,Henan Province,Nanyang,62,0,0,1
2020-02-01,中国,CN,Henan Province,Dengzhou,14,0,0,0
2020-02-01,中国,CN,Henan Province,Shangqiu,36,0,0,0
2020-02-01,中国,CN,Henan Province,Yongcheng,8,0,0,0
2020-02-01,中国,CN,Henan Province,Xinyang,88,0,0,0
2020-02-01,中国,CN,Henan Province,Zhoukou,40,0,0,0
2020-02-01,中国,CN,Henan Province,Zhumadian,46,0,0,0
2020-02-01,中国,CN,Hubei Province,,9074,0,215,294
2020-02-01,中国,CN,Hubei Province,Wuhan,4109,0,0,224
2020-02-01,中国,CN,Hubei Province,Yellowstone,252,0,0,2
2020-02-01,中国,CN,Hubei Province,Shiyan,212,0,0,0
2020-02-01,中国,CN,Hubei Province,Yichang,353,0,0,1
2020-02-01,中国,CN,Hubei Province,Xiangyang,441,0,0,0
2020-02-01,中国,CN,Hubei Province,Ezhou,278,0,0,13
2020-02-01,中国,CN,Hubei Province,Jingmen,329,0,0,7
2020-02-01,中国,CN,Hubei Province,Xiaogan,749,0,0,14
2020-02-01,中国,CN,Hubei Province,Jingzhou,333,0,0,4
2020-02-01,中国,CN,Hubei Province,Huanggang,1002,0,0,15
2020-02-01,中国,CN,Hubei Province,Xianning,246,0,0,0
2020-02-01,中国,CN,Hubei Province,Suizhou,384,0,0,3
2020-02-01,中国,CN,Hubei Province,Xiantao,140,0,0,3
2020-02-01,中国,CN,Hubei Province,Qianjiang,35,0,0,1
2020-02-01,中国,CN,Hubei Province,Tianmen,99,0,0,7
2020-02-01,中国,CN,Hunan Province,,463,0,8,0
2020-02-01,中国,CN,Hunan Province,Changsha,112,0,1,0
2020-02-01,中国,CN,Hunan Province,Zhuzhou,25,0,0,0
2020-02-01,中国,CN,Hunan Province,Xiangtan,16,0,0,0
2020-02-01,中国,CN,Hunan Province,Hengyang,30,0,0,0
2020-02-01,中国,CN,Hunan Province,Shaoyang,49,0,0,0
2020-02-01,中国,CN,Hunan Province,Yueyang,53,0,0,0
2020-02-01,中国,CN,Hunan Province,Changde,42,0,0,0
2020-02-01,中国,CN,Hunan Province,Zhangjiajie,3,0,0,0
2020-02-01,中国,CN,Hunan Province,Yiyang,27,0,0,0
2020-02-01,中国,CN,Hunan Province,Chenzhou,18,0,1,0
2020-02-01,中国,CN,Hunan Province,Yongzhou,22,0,0,0
2020-02-01,中国,CN,Hunan Province,Huaihua,31,0,1,0
2020-02-01,中国,CN,Hunan Province,Loudi,29,0,0,0
2020-02-01,中国,CN,Guangdong Province,,604,0,12,0
2020-02-01,中国,CN,Guangdong Province,Canton,175,0,0,0
2020-02-01,中国,CN,Guangdong Province,Shaoguan,5,0,0,0
2020-02-01,中国,CN,Guangdong Province,Shenzhen,196,0,0,0
2020-02-01,中国,CN,Guangdong Province,Zhuhai,41,0,0,0
2020-02-01,中国,CN,Guangdong Province,Shantou,14,0,0,0
2020-02-01,中国,CN,Guangdong Province,Foshan,39,0,0,0
2020-02-01,中国,CN,Guangdong Province,Jiangmen,3,0,0,0
2020-02-01,中国,CN,Guangdong Province,Zhanjiang,14,0,0,0
2020-02-01,中国,CN,Guangdong Province,Maoming,3,0,0,0
2020-02-01,中国,CN,Guangdong Province,Zhaoqing,7,0,0,0
2020-02-01,中国,CN,Guangdong Province,Huizhou,23,0,0,0
2020-02-01,中国,CN,Guangdong Province,Meizhou,6,0,0,0
2020-02-01,中国,CN,Guangdong Province,Shanwei,4,0,0,0
2020-02-01,中国,CN,Guangdong Province,Heyuan,1,0,0,0
2020-02-01,中国,CN,Guangdong Province,Yangjiang,10,0,0,0
2020-02-01,中国,CN,Guangdong Province,Qingyuan,6,0,0,0
2020-02-01,中国,CN,Guangdong Province,Dongguan,27,0,0,0
2020-02-01,中国,CN,Guangdong Province,Zhongshan,21,0,0,0
2020-02-01,中国,CN,Guangdong Province,Chaozhou,3,0,0,0
2020-02-01,中国,CN,Guangdong Province,Jieyang,6,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,,111,0,2,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,16,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,12,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,23,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,5,0,1,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,23,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,8,0,1,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Qinzhou,2,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Guigang,4,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,7,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Baise,2,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Hezhou,3,0,0,0
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,6,0,0,0
2020-02-01,中国,CN,Hainan,,63,0,1,1
2020-02-01,中国,CN,Hainan,Seaport,11,0,0,0
2020-02-01,中国,CN,Hainan,Sanya,17,0,0,0
2020-02-01,中国,CN,Hainan,Danzhou,6,0,0,0
2020-02-01,中国,CN,Hainan,Qionghai,5,0,0,0
2020-02-01,中国,CN,Hainan,Wanning,8,0,0,0
2020-02-01,中国,CN,Hainan,East,1,0,0,0
2020-02-01,中国,CN,Chongqing,,262,0,3,1
2020-02-01,中国,CN,Sichuan Province,,231,0,3,1
2020-02-01,中国,CN,Sichuan Province,Chengdu,73,0,0,0
2020-02-01,中国,CN,Sichuan Province,Zigong,9,0,0,0
2020-02-01,中国,CN,Sichuan Province,Panzhihua,9,0,0,0
2020-02-01,中国,CN,Sichuan Province,Luzhou,6,0,0,0
2020-02-01,中国,CN,Sichuan Province,Deyang,10,0,0,0
2020-02-01,中国,CN,Sichuan Province,Mianyang,14,0,0,0
2020-02-01,中国,CN,Sichuan Province,Guangyuan,5,0,0,0
2020-02-01,中国,CN,Sichuan Province,Suining,5,0,0,0
2020-02-01,中国,CN,Sichuan Province,Neijiang,11,0,0,0
2020-02-01,中国,CN,Sichuan Province,Leshan,2,0,0,0
2020-02-01,中国,CN,Sichuan Province,Nanchong,23,0,0,0
2020-02-01,中国,CN,Sichuan Province,Yibin,7,0,0,0
2020-02-01,中国,CN,Sichuan Province,Guang'an,20,0,0,0
2020-02-01,中国,CN,Sichuan Province,Florida,9,0,0,0
2020-02-01,中国,CN,Sichuan Province,Ya'an,5,0,0,0
2020-02-01,中国,CN,Sichuan Province,Bazhong,8,0,0,0
2020-02-01,中国,CN,Sichuan Province,Ziyang,2,0,0,0
2020-02-01,中国,CN,Guizhou Province,,38,65,2,0
2020-02-01,中国,CN,Guizhou Province,Guiyang,6,0,1,0
2020-02-01,中国,CN,Guizhou Province,Liupanshui,8,0,0,0
2020-02-01,中国,CN,Guizhou Province,Zunyi,5,0,0,0
2020-02-01,中国,CN,Guizhou Province,Anshun,2,0,0,0
2020-02-01,中国,CN,Guizhou Province,Bijie,4,0,0,0
2020-02-01,中国,CN,Guizhou Province,Tongren,3,0,1,0
2020-02-01,中国,CN,Yunnan Province,,99,261,2,0
2020-02-01,中国,CN,Yunnan Province,Kunming,31,0,0,0
2020-02-01,中国,CN,Yunnan Province,Qujing,5,0,0,0
2020-02-01,中国,CN,Yunnan Province,Yuxi,11,0,0,0
2020-02-01,中国,CN,Yunnan Province,Baoshan,8,0,0,0
2020-02-01,中国,CN,Yunnan Province,Zhaotong,6,0,0,0
2020-02-01,中国,CN,Yunnan Province,Lijiang,6,0,0,0
2020-02-01,中国,CN,Yunnan Province,Pu'er,4,0,0,0
2020-02-01,中国,CN,Yunnan Province,Lincang,1,0,0,0
2020-02-01,中国,CN,Tibet Autonomous Region,,1,0,0,0
2020-02-01,中国,CN,Tibet Autonomous Region,Lhasa,1,0,0,0
2020-02-01,中国,CN,Shaanxi Province,,116,201,0,0
2020-02-01,中国,CN,Shaanxi Province,Xi'an,47,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Tongchuan,6,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Baoji,7,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Xianyang,9,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Weinan,5,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Hancheng,1,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Yan'an,7,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Hanzhong,15,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Yulin,1,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Good health,16,0,0,0
2020-02-01,中国,CN,Shaanxi Province,Shangluo,2,0,0,0
2020-02-01,中国,CN,Gansu province,,40,0,0,0
2020-02-01,中国,CN,Gansu province,Lanzhou,23,0,0,0
2020-02-01,中国,CN,Gansu province,Jinchang,1,0,0,0
2020-02-01,中国,CN,Gansu province,silver,1,0,0,0
2020-02-01,中国,CN,Gansu province,Tianshui,3,0,0,0
2020-02-01,中国,CN,Gansu province,Zhangye,2,0,0,0
2020-02-01,中国,CN,Gansu province,Pingliang,1,0,0,0
2020-02-01,中国,CN,Gansu province,Dingxi,3,0,0,0
2020-02-01,中国,CN,Gansu province,Longnan,3,0,0,0
2020-02-01,中国,CN,Qinghai Province,,9,0,0,0
2020-02-01,中国,CN,Qinghai Province,Xining,9,0,0,0
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,,28,8,0,0
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,16,0,0,0
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,Wuzhong,7,0,0,0
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,Guyuan,2,0,0,0
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,2,0,0,0
2020-02-01,中国,CN,Xinjiang Uygur Autonomous Region,,21,0,0,0
2020-02-01,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi eighth division,1,0,0,0
2020-02-01,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,8,0,0,0
2020-02-01,中国,CN,Xinjiang Uygur Autonomous Region,Turpan,1,0,0,0
2020-02-01,中国,CN,Taiwan,,10,0,0,0
2020-02-01,中国,CN,Hongkong,,14,0,0,0
2020-02-01,中国,CN,Macao,,7,0,0,0
2020-02-01,德国,DE,,,4,0,0,0
2020-02-01,芬兰,FI,,,1,0,0,0
2020-02-01,法国,FR,,,5,0,0,0
2020-02-01,印度,IN,,,1,0,0,0
2020-02-01,日本,JP,,,11,0,1,0
2020-02-01,韩国,KR,,,6,0,0,0
2020-02-01,斯里兰卡,LK,,,1,0,0,0
2020-02-01,马来西亚,MY,,,8,0,0,0
2020-02-01,尼泊尔,NP,,,1,0,0,0
2020-02-01,菲律宾,PH,,,1,0,0,0
2020-02-01,新加坡,SG,,,10,0,0,0
2020-02-01,泰国,TH,,,14,0,2,0
2020-02-01,美国,US,,,5,0,0,0
2020-02-01,越南,VN,,,2,0,0,0
2020-02-02,阿联酋,AE,,,4,0,0,0
2020-02-02,澳大利亚,AU,,,8,0,2,0
2020-02-02,加拿大,CA,,,3,0,0,0
2020-02-02,中国,CN,,,17205,21558,475,361
2020-02-02,中国,CN,Beijing,,212,0,12,1
2020-02-02,中国,CN,Tianjin,,48,0,1,0
2020-02-02,中国,CN,Hebei Province,,113,108,3,1
2020-02-02,中国,CN,Hebei Province,Shijiazhuang,16,15,0,0
2020-02-02,中国,CN,Hebei Province,Tangshan,11,4,0,0
2020-02-02,中国,CN,Hebei Province,Qinhuangdao,2,9,0,0
2020-02-02,中国,CN,Hebei Province,Handan,11,3,0,0
2020-02-02,中国,CN,Hebei Province,Xingtai,14,8,0,0
2020-02-02,中国,CN,Hebei Province,Baoding,13,0,2,0
2020-02-02,中国,CN,Hebei Province,Zhangjiakou,9,4,0,0
2020-02-02,中国,CN,Hebei Province,Chengde,2,3,0,0
2020-02-02,中国,CN,Hebei Province,Cangzhou,19,3,0,1
2020-02-02,中国,CN,Hebei Province,Langfang,12,0,1,0
2020-02-02,中国,CN,Hebei Province,Hengshui,4,1,0,0
2020-02-02,中国,CN,Shanxi Province,,66,64,2,0
2020-02-02,中国,CN,Shanxi Province,Taiyuan,6,0,1,0
2020-02-02,中国,CN,Shanxi Province,Datong,9,0,0,0
2020-02-02,中国,CN,Shanxi Province,Yangquan,2,0,0,0
2020-02-02,中国,CN,Shanxi Province,Changzhi,3,0,0,0
2020-02-02,中国,CN,Shanxi Province,Jincheng,6,0,0,0
2020-02-02,中国,CN,Shanxi Province,Shuozhou,3,0,0,0
2020-02-02,中国,CN,Shanxi Province,Jinzhong,15,0,0,0
2020-02-02,中国,CN,Shanxi Province,Yuncheng,13,0,1,0
2020-02-02,中国,CN,Shanxi Province,Xinzhou,3,0,0,0
2020-02-02,中国,CN,Shanxi Province,Linfen,1,0,0,0
2020-02-02,中国,CN,Shanxi Province,Luliang,5,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,,34,3,1,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Hohhot,4,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Baotou,6,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Wuhai,1,1,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Chifeng,2,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Tongliao,1,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Erdos,9,1,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,2,1,1,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Bayannaoer,3,0,0,0
2020-02-02,中国,CN,Inner Mongolia Autonomous Region,Wulanchabu,3,0,0,0
2020-02-02,中国,CN,Liaoning Province,,70,0,1,0
2020-02-02,中国,CN,Liaoning Province,Shenyang,13,0,0,0
2020-02-02,中国,CN,Liaoning Province,Dalian,12,0,1,0
2020-02-02,中国,CN,Liaoning Province,Anshan,1,0,0,0
2020-02-02,中国,CN,Liaoning Province,Benxi,3,0,0,0
2020-02-02,中国,CN,Liaoning Province,Dandong,6,0,0,0
2020-02-02,中国,CN,Liaoning Province,Jinzhou,7,0,0,0
2020-02-02,中国,CN,Liaoning Province,Yingkou,1,0,0,0
2020-02-02,中国,CN,Liaoning Province,Fuxin,3,0,0,0
2020-02-02,中国,CN,Liaoning Province,Liaoyang,2,0,0,0
2020-02-02,中国,CN,Liaoning Province,Panjin,8,0,0,0
2020-02-02,中国,CN,Liaoning Province,Tieling,3,0,0,0
2020-02-02,中国,CN,Liaoning Province,Sunny,6,0,0,0
2020-02-02,中国,CN,Liaoning Province,Huludao,5,0,0,0
2020-02-02,中国,CN,Jilin Province,,31,17,1,0
2020-02-02,中国,CN,Jilin Province,Changchun,16,0,1,0
2020-02-02,中国,CN,Jilin Province,Jilin,4,0,0,0
2020-02-02,中国,CN,Jilin Province,Siping,4,0,0,0
2020-02-02,中国,CN,Jilin Province,Gongzhuling,1,0,0,0
2020-02-02,中国,CN,Jilin Province,Tonghua,1,0,0,0
2020-02-02,中国,CN,Jilin Province,Matsubara,2,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,,118,163,2,2
2020-02-02,中国,CN,Heilongjiang Province,Harbin,45,0,2,0
2020-02-02,中国,CN,Heilongjiang Province,Qiqihar,3,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Jixi,6,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Hegang,1,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Shuangyashan,7,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Daqing,11,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Jiamusi,11,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Qitaihe,7,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Mudanjiang,8,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Heihe,1,0,0,0
2020-02-02,中国,CN,Heilongjiang Province,Suihua,16,0,0,2
2020-02-02,中国,CN,Shanghai,,193,173,10,1
2020-02-02,中国,CN,Jiangsu Province,,271,0,7,0
2020-02-02,中国,CN,Jiangsu Province,Nanjing,40,0,2,0
2020-02-02,中国,CN,Jiangsu Province,Wuxi,23,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Xuzhou,36,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Changzhou,15,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Suzhou,44,0,3,0
2020-02-02,中国,CN,Jiangsu Province,Nantong,19,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Lianyungang,14,0,1,0
2020-02-02,中国,CN,Jiangsu Province,Huaian,18,0,1,0
2020-02-02,中国,CN,Jiangsu Province,Yancheng,15,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Yangzhou,14,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Zhenjiang,3,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Taizhou,21,0,0,0
2020-02-02,中国,CN,Jiangsu Province,Suqian,9,0,0,0
2020-02-02,中国,CN,Zhejiang Province,,724,0,36,0
2020-02-02,中国,CN,Zhejiang Province,Hangzhou,118,0,2,0
2020-02-02,中国,CN,Zhejiang Province,Ningbo,75,0,1,0
2020-02-02,中国,CN,Zhejiang Province,Wenzhou,291,0,15,0
2020-02-02,中国,CN,Zhejiang Province,Jiaxing,19,0,0,0
2020-02-02,中国,CN,Zhejiang Province,Huzhou,9,0,0,0
2020-02-02,中国,CN,Zhejiang Province,Shaoxing,30,0,2,0
2020-02-02,中国,CN,Zhejiang Province,Jinhua,36,0,6,0
2020-02-02,中国,CN,Zhejiang Province,Quzhou,14,0,0,0
2020-02-02,中国,CN,Zhejiang Province,Zhoushan,7,0,2,0
2020-02-02,中国,CN,Zhejiang Province,Taizhou,109,0,7,0
2020-02-02,中国,CN,Zhejiang Province,Lishui,16,0,1,0
2020-02-02,中国,CN,Anhui Province,,408,0,7,0
2020-02-02,中国,CN,Anhui Province,Hefei,75,6,2,0
2020-02-02,中国,CN,Anhui Province,Wuhu,16,3,1,0
2020-02-02,中国,CN,Anhui Province,Bengbu,37,6,0,0
2020-02-02,中国,CN,Anhui Province,Huainan,7,1,0,0
